sourceId,sourcePage,sourceType,treatment,destinationSectionId,destinationRoute,citationStatus,rightsStatus,publicPrivacyStatus,migrationStatus,editorialNote
p986,51,scripture,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p987,51,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p988,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p989,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p990,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p991,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p992,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p993,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p994,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p995,52,scripture,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p996,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p997,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p998,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p999,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p1000,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p1001,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p1002,52,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p1003,52,paragraph,preserved,APP2,/appendix/net-outcome-of-humanity/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
link01,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link02,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link03,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link04,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link05,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link06,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link07,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link08,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link09,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link10,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link11,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link12,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link13,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link14,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link15,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link16,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link17,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link18,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
link19,,hyperlink,relocated,,/sources/,verified,not-applicable,safe,approved,"Hyperlink from the source document, given a record in the source library with an access date, link status and rights status."
